Name,Headline,About,Location,Experience_Snippet,Education_Snippet,Profile URL,Scraped At
Shivika Attray,"B.Tech CSE (IoT) Student at Noida Institute of Engineering and Technology | Skilled in Java, Python & SQL | Learning and Innovating in IoT l Passionate about Software development",Not found,"1st degree connection
1st",Not found,Not found,https://www.linkedin.com/in/shivika-attray-344052331/,2025-11-10 14:41:32
